"U_2_PC_alpha2F_01" "U_4_PC_alpha2F_01" "U_6_PC_alpha2F_01" "U_8_PC_alpha2F_01" "U_2_PC_alpha2F_09" "U_4_PC_alpha2F_09" "U_6_PC_alpha2F_09" "U_8_PC_alpha2F_09" "sFMM" "DPM" "FMM"
4 4.045 4 4 9.212 3.427 1 4 1.048 9 1
1 0 0.261 16 1 0.076 0 4 0 9 1.9
0 0 1 1 1 1 1.003 1 1.021 9 1
9.027 4 4.045 9.027 1 1 9 1 1 9 1
0 9.04 9 4 1 9.016 4 0 1 9 1
16 16.009 10.008 16 16 25 6.607 36 1.042 9 7.35
1 1 4 4 1 1 4 1 4 9 3.829
0 1 16.009 9.055 1 4 1 1 1 9 1
1 4 0.001 0.675 1 9 1 0.726 0 9 0.598
16 9 4 0 1 0 16 1 1 9 1.003
0.999 1 1 1 0 0 0 0.999 1 9 0
16.051 1 16.033 4 1 1 9 4 0.001 9 1
9.034 9 0 4 9 9 25 3.769 1 9 1.027
0 0 0 1.003 0 0 1 4 0 9 0
0 1 4 4 1 1 9 9 1 9 9.027
4 1 1 0.94 3.01 4 9 4.077 4 9 1.003
0 4.045 0 1 0 4 4 1 1 9 9.055
4 9 4 4 0 0.001 4 4 4 9 1
9 9 4 1 0.347 4 9.049 16 1 9 4.005
4 1 25 9 16 1.003 9 1 0 9 1
0 1 1 0 16.02 4 1 0 0 9 0
4 16.048 0 4 1 1 0 0 0 9 1
16.033 1 4 4 0 4 0 0 0 9 0
1 0 1 1 9.047 16.048 9 4 0 9 0
1.868 7.555 15.559 5.655 8.22 2.534 16 7.79 16.154 9 8.99
0 0.001 4 0 9 0 1 0 0 9 0.132
0 1 1 4 1 4 1 1 0 9 0
4 9.055 1 9 0 1 1 0.999 0 9 0
16.033 1 0 1 4 0.151 1 1 0 9 0.001
1 4 4 0 0.804 2.974 0 1 0 9 0.652
0 1 0 0 4 0 0 0 0 9 1
4 4 16 0.828 2.196 16 1 9 0.219 9 1.486
0.892 4 0 1 0 0 4 4 0 9 1
25.024 4 1 9 1.003 1 9 0.003 0 9 4.001
1 1 1 9 1 0 0 0 1 9 1
16 4 1 9.48 1.009 1 1 1 25.044 9 0.998
1 6.35 16.066 9 9 9.016 16 16 0.977 9 0.876
1 1 4.19 4 0.286 4.05 9 1 1 9 2.913
4 4 1 4.005 16.033 0 1.003 0.002 1 9 0.002
1 1 0 0 4 4 4 4 9 9 1
4.01 8.92 25 16 8.771 3.934 3.88 3.061 9 9 4
0 4 0 1 4 1 1 9.055 4 9 3.55
8.26 33.063 32.975 8.975 25 25 36 9 1 9 21.592
0 1.441 24.226 16 0 3.817 4 1 1 9 4.175
0 0 0 1 9.04 1 0 0 4 9 4
4 1 16 8.75 7.685 4 1 1 0.002 9 2.47
0.001 0 9 1 9.027 4 1 4 1.051 9 16.048
16.272 13.816 9 12.003 24.532 9 4 4.297 1.402 9 13.088
0 0 9 1 0 4.012 0 0 0 9 0
