"U_2_PC_alpha2F_01" "U_4_PC_alpha2F_01" "U_6_PC_alpha2F_01" "U_8_PC_alpha2F_01" "U_2_PC_alpha2F_09" "U_4_PC_alpha2F_09" "U_6_PC_alpha2F_09" "U_8_PC_alpha2F_09" "sFMM" "DPM" "FMM"
1 1 1 1 1 9 1 4 1 9 1
2.006 4.23 1 0 1.405 1.975 1 0 1 9 1.035
1 4 9 9 1.077 0.974 1 4.045 1.345 9 2.056
2.524 16.048 0 9 1.063 1 9 1 9 9 4.37
0.025 0 0 0 0 1 0.015 0 1.516 9 0.825
9 16 3.88 9 0.717 3.744 4 1.862 1 9 2.32
0.999 1 9 1 1 7.81 0 0 4 9 0.001
4 0 3.997 0 0 25.072 0 4 4 9 1.982
9 4 4 4 4 16.02 4 1 4 9 1
9.04 1 4 1 1 9 1 1 9 9 4
4 1 0 4 4 4 9 0 9 9 1.035
6.25 8.33 4.199 8.35 7.44 9 2.48 7.34 0.47 9 6.878
7.134 1 1 1 9 0 1 0 9 9 2.206
1.879 4 1 1 4 1 1 1 4 9 4.985
9 0 0 1 4 1 4 9 4 9 3.997
9 1 1 1 1 16.093 1 1 9 9 5.375
1 0 4 1 0 0.999 0.527 1 4 9 5.432
0 9 0 9 16.033 9 4 0 9 9 8.995
3.593 9 9 36 2.477 0.898 0.029 9 9.04 9 3.014
0 0 3.889 0 1.605 0 4 1 9 9 1.116
0 1.009 0 10.096 0.799 0.002 1.006 0.473 4 9 0.379
4 4.185 1 1 4 4.055 0 1.063 9 9 5.08
1 1 1 1 9.157 9 4 4.261 1.085 9 3.985
2.966 9 9 8.95 9 9.273 4 0.903 0.972 9 9.11
1.354 1.003 1 1.003 1.07 1 4 4.005 8.902 9 1.205
4 4 9 4 1 1 4 4 4 9 9
1 0 4 4.06 0.522 0 1.19 3.148 0 9 0.011
16 4.005 9 9 9 0.905 4 9.035 4.025 9 3.042
1 4 2.122 4 4 4 9 8.38 4 9 4.93
7.08 16.093 16 16 1 5.327 25 26.485 1 9 1.174
4 1 4 1 4 16 16 4 9 9 0.271
1 9.027 9 4 4 4 1 8.995 4 9 4
0.245 4 9 9 0.247 1.664 0.152 4.08 4 9 4.032
2.299 4 1 1.003 4.045 1 0.469 2.113 4 9 1.629
1.127 0.268 11.667 4.42 9.775 14.754 12.892 10.967 4.032 9 4.962
0 9 1 4 0 0.068 1 4.045 0.39 9 0.049
